iteration,exploitability
0, 0.8115942028985506
35398.23008849553, 0.5594202898550723
342182.8908554573, 0.44927536231884047
802359.8820058997, 0.32463768115942004
1038348.0825958701, 0.26956521739130423
1309734.513274336, 0.0898550724637679
1758112.09439528, 0.04057971014492745
2430678.4660766963, 0.03188405797101446
3233038.3480825955, 0.023188405797101463
3952802.359882005, 0.03188405797101446
4554572.27138643, 0.02898550724637672
5345132.743362831, 0.02898550724637672
6088495.575221239, 0.02898550724637672
6808259.587020649, 0.02608695652173898
7480825.958702065, 0.02608695652173898
8000000, 0.02898550724637672
